sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,IncAnalysis,RND,HSD,EA,HH,ID,HHID,HHID.rnd,Plate,Sample.identifier,Row,Column,Well,MolSpecies,Expected.species,kdr,N1575Y,Cyp4J5,Coeaed1,Pfal.score,OVM.score,Pfal,OVM,X2La,Cyp6P4,ZZB,X6AA,X6AA_Dup,lat,lon,survey,LLIN.intend,LLIN.actual,Net.intend,Net.actual,subregions,Wave,HSD-name,Arm,Arm_ITT,Arm_PP,cohort_admin2_round,cohort_admin1_round,cohort_arm_round,cohort_armpp_round,cohort_subregions_round
VBS65557-6645STDY13044410,400909059002,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,2,400909059,909059,40,31,C,7,7C,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65558-6645STDY13044411,400909059003,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,3,400909059,909059,40,43,D,7,7D,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65559-6645STDY13044412,400909059004,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,4,400909059,909059,40,55,E,7,7E,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65560-6645STDY13044413,400909059005,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,5,400909059,909059,40,67,F,7,7F,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65561-6645STDY13044414,400909059006,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,6,400909059,909059,40,79,G,7,7G,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65562-6645STDY13044415,400909059007,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,7,400909059,909059,40,91,H,7,7H,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65563-6645STDY13044416,400909059008,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,8,400909059,909059,40,8,A,8,8A,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65564-6645STDY13044417,400909059009,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,9,400909059,909059,40,20,B,8,8B,FUN,FU,,,,,1,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65565-6645STDY13044418,400909059010,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,10,400909059,909059,40,32,C,8,8C,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65566-6645STDY13044419,400909059011,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,11,400909059,909059,40,44,D,8,8D,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65567-6645STDY13044420,400909059012,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,12,400909059,909059,40,56,E,8,8E,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65568-6645STDY13044421,400909059013,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,13,400909059,909059,40,68,F,8,8F,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65569-6645STDY13044422,400909059014,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,14,400909059,909059,40,80,G,8,8G,FUN,FU,,,,,1,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65570-6645STDY13044423,400909059015,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,15,400909059,909059,40,92,H,8,8H,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65571-6645STDY13044424,400909059016,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,16,400909059,909059,40,9,A,9,9A,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65572-6645STDY13044425,400909059017,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,17,400909059,909059,40,21,B,9,9B,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65573-6645STDY13044426,400909059018,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,18,400909059,909059,40,33,C,9,9C,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65574-6645STDY13044427,400909059019,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,19,400909059,909059,40,45,D,9,9D,FUN,FU,,,,,1,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65575-6645STDY13044428,400909059020,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,20,400909059,909059,40,57,E,9,9E,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65576-6645STDY13044429,400909059021,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,21,400909059,909059,40,69,F,9,9F,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65577-6645STDY13044430,400909059022,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,22,400909059,909059,40,81,G,9,9G,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65578-6645STDY13044431,400909059023,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,23,400909059,909059,40,93,H,9,9H,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65579-6645STDY13044432,400909059024,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,24,400909059,909059,40,10,A,10,10A,FUN,FU,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65580-6645STDY13044433,400909059025,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,25,400909059,909059,40,22,B,10,10B,FUN,FU,,,,,1,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65581-6645STDY13044434,400909059026,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,26,400909059,909059,40,34,C,10,10C,FUN,GA,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65582-6645STDY13044435,400909059027,Martin Donnelly,Uganda,909,2018,11,1.98,32.226,F,1288-VO-UG-DONNELLY-VMF00219,1.1,4,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kiryandongo,funestus,UG-W_fune_2018,UG-W_fune_2018_11,UG-W_fune_2018_Q4,UG-W_Kiryandongo_fune_2018,UG-W_Kiryandongo_fune_2018_11,UG-W_Kiryandongo_fune_2018_Q4,1,4,9,9.0,59.0,27,400909059,909059,40,46,D,10,10D,FUN,GA,,,,,0,0,0,0,,,,,,1.981922,32.22371,18 months,2,2.0,2,2.0,Mid-Western,3,Kibanda,PermaNet-3,PBO LLIN,PBO LLIN,Kiryandongo_Round-4,UG-W_round-4,PermaNet-3_round-4,PBO LLIN_round-4,Mid-Western_round-4
VBS65583-6645STDY13044436,401009014001,Martin Donnelly,Uganda,1009,2019,1,0.016,30.809,F,1288-VO-UG-DONNELLY-VMF00219,1.1,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kazo,funestus,UG-W_fune_2019,UG-W_fune_2019_01,UG-W_fune_2019_Q1,UG-W_Kazo_fune_2019,UG-W_Kazo_fune_2019_01,UG-W_Kazo_fune_2019_Q1,1,4,10,9.0,14.0,1,401009014,1009014,40,58,E,10,10E,FUN,GA,,,,,0,0,0,0,,,,,,0.014106,30.79882,18 months,1,1.0,1,1.0,South Western,4A,Kazo,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Kazo_Round-4,UG-W_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,South Western_round-4
VBS65584-6645STDY13044437,401009014002,Martin Donnelly,Uganda,1009,2019,1,0.016,30.809,F,1288-VO-UG-DONNELLY-VMF00219,1.1,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kazo,funestus,UG-W_fune_2019,UG-W_fune_2019_01,UG-W_fune_2019_Q1,UG-W_Kazo_fune_2019,UG-W_Kazo_fune_2019_01,UG-W_Kazo_fune_2019_Q1,1,4,10,9.0,14.0,2,401009014,1009014,40,70,F,10,10F,FUN,GA,,,,,0,0,0,0,,,,,,0.014106,30.79882,18 months,1,1.0,1,1.0,South Western,4A,Kazo,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Kazo_Round-4,UG-W_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,South Western_round-4
VBS65585-6645STDY13044438,401009014003,Martin Donnelly,Uganda,1009,2019,1,0.016,30.809,F,1288-VO-UG-DONNELLY-VMF00219,1.1,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kazo,funestus,UG-W_fune_2019,UG-W_fune_2019_01,UG-W_fune_2019_Q1,UG-W_Kazo_fune_2019,UG-W_Kazo_fune_2019_01,UG-W_Kazo_fune_2019_Q1,1,4,10,9.0,14.0,3,401009014,1009014,40,82,G,10,10G,FUN,GA,,,,,0,0,0,0,,,,,,0.014106,30.79882,18 months,1,1.0,1,1.0,South Western,4A,Kazo,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Kazo_Round-4,UG-W_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,South Western_round-4
VBS65586-6645STDY13044439,401009014004,Martin Donnelly,Uganda,1009,2019,1,0.016,30.809,F,1288-VO-UG-DONNELLY-VMF00219,1.1,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kazo,funestus,UG-W_fune_2019,UG-W_fune_2019_01,UG-W_fune_2019_Q1,UG-W_Kazo_fune_2019,UG-W_Kazo_fune_2019_01,UG-W_Kazo_fune_2019_Q1,1,4,10,9.0,14.0,4,401009014,1009014,40,94,H,10,10H,FUN,GA,,,,,0,0,0,0,,,,,,0.014106,30.79882,18 months,1,1.0,1,1.0,South Western,4A,Kazo,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Kazo_Round-4,UG-W_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,South Western_round-4
VBS65587-6645STDY13044440,401009014005,Martin Donnelly,Uganda,1009,2019,1,0.016,30.809,F,1288-VO-UG-DONNELLY-VMF00219,1.1,1,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Western Region,UG-W,Kazo,funestus,UG-W_fune_2019,UG-W_fune_2019_01,UG-W_fune_2019_Q1,UG-W_Kazo_fune_2019,UG-W_Kazo_fune_2019_01,UG-W_Kazo_fune_2019_Q1,1,4,10,9.0,14.0,5,401009014,1009014,40,11,A,11,11A,FUN,GA,,,,,0,0,0,0,,,,,,0.014106,30.79882,18 months,1,1.0,1,1.0,South Western,4A,Kazo,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Kazo_Round-4,UG-W_round-4,PermaNet-2_round-4,Non-PBO LLIN_round-4,South Western_round-4
